School Year,Division Number,Division Name,School Number,School Name,Subject,Disadvantaged,Test Level,Test Source,Pass Advanced Count,Pass Proficient Count,Fail Count,Pass Count,Total Count,Pass Advanced Rate,Pass Proficient Rate,Fail Rate,Pass Rate,Average SOL Scaled Score
2021-2022,124,Roanoke City ,230,John P. Fishwick Middle,Science,N,EOC,SOL,<,<,<,<,<,<,<,<50,>50,
2021-2022,124,Roanoke City ,230,John P. Fishwick Middle,Science,Y,EOC,SOL,               1,              13,               0,              14,              14,     7.14,    92.86,      .00,100.00,  457
2021-2022,124,Roanoke City ,390,Patrick Henry High,English:Reading,N,EOC,SOL,              68,             110,              28,             178,             206,    33.01,    53.40,    13.59,    86.41,  465
2021-2022,124,Roanoke City ,390,Patrick Henry High,English:Reading,Y,EOC,SOL,              18,             155,              80,             173,             253,     7.11,    61.26,    31.62,    68.38,  415
2021-2022,124,Roanoke City ,390,Patrick Henry High,English:Writing,N,EOC,SOL,<,<,<,<,<,<,<,>50,<50,
2021-2022,124,Roanoke City ,390,Patrick Henry High,English:Writing,Y,EOC,SOL,<,<,<,<,              12,<,<,>50,<50,  350
2021-2022,124,Roanoke City ,390,Patrick Henry High,History and Social Science,N,EOC,SOL,              40,             140,              70,             180,             250,    16.00,    56.00,    28.00,    72.00,  434
2021-2022,124,Roanoke City ,390,Patrick Henry High,History and Social Science,Y,EOC,SOL,              21,             131,             221,             152,             373,     5.63,    35.12,    59.25,    40.75,  397
2021-2022,124,Roanoke City ,390,Patrick Henry High,Mathematics,N,EOC,SOL,              13,             162,              56,             175,             231,     5.63,    70.13,    24.24,    75.76,  423
2021-2022,124,Roanoke City ,390,Patrick Henry High,Mathematics,Y,EOC,SOL,               3,             228,             159,             231,             390,      .77,    58.46,    40.77,    59.23,  403
2021-2022,124,Roanoke City ,390,Patrick Henry High,Science,N,EOC,SOL,              34,             158,              66,             192,             258,    13.18,    61.24,    25.58,    74.42,  432
2021-2022,124,Roanoke City ,390,Patrick Henry High,Science,Y,EOC,SOL,              11,             190,             215,             201,             416,     2.64,    45.67,    51.68,    48.32,  396
2021-2022,124,Roanoke City ,400,William Fleming High,English:Reading,N,EOC,SOL,              20,              79,              41,              99,             140,    14.29,    56.43,    29.29,    70.71,  427
2021-2022,124,Roanoke City ,400,William Fleming High,English:Reading,Y,EOC,SOL,              20,             148,              75,             168,             243,     8.23,    60.91,    30.86,    69.14,  419
2021-2022,124,Roanoke City ,400,William Fleming High,English:Writing,N,EOC,SOL,<,<,<,<,<,<,<,>50,<50,
2021-2022,124,Roanoke City ,400,William Fleming High,English:Writing,Y,EOC,SOL,<,<,<,<,              10,<,<,>50,<50,  310
2021-2022,124,Roanoke City ,400,William Fleming High,History and Social Science,N,EOC,SOL,               9,              91,              84,             100,             184,     4.89,    49.46,    45.65,    54.35,  406
2021-2022,124,Roanoke City ,400,William Fleming High,History and Social Science,Y,EOC,SOL,               7,             160,             207,             167,             374,     1.87,    42.78,    55.35,    44.65,  394
2021-2022,124,Roanoke City ,400,William Fleming High,Mathematics,N,EOC,SOL,               2,             144,              37,             146,             183,     1.09,    78.69,    20.22,    79.78,  424
2021-2022,124,Roanoke City ,400,William Fleming High,Mathematics,Y,EOC,SOL,               6,             264,              81,             270,             351,     1.71,    75.21,    23.08,    76.92,  424
2021-2022,124,Roanoke City ,400,William Fleming High,Science,N,EOC,SOL,               8,              92,              83,             100,             183,     4.37,    50.27,    45.36,    54.64,  403
2021-2022,124,Roanoke City ,400,William Fleming High,Science,Y,EOC,SOL,               5,             234,             204,             239,             443,     1.13,    52.82,    46.05,    53.95,  400
2021-2022,124,Roanoke City ,150,Woodrow Wilson Middle,Mathematics,N,EOC,SOL,               5,              61,               5,              66,              71,     7.04,    85.92,     7.04,    92.96,  442
2021-2022,124,Roanoke City ,150,Woodrow Wilson Middle,Mathematics,Y,EOC,SOL,               0,              36,               6,              36,              42,      .00,    85.71,    14.29,    85.71,  435
2021-2022,124,Roanoke City ,150,Woodrow Wilson Middle,Science,N,EOC,SOL,               5,              40,               3,              45,              48,    10.42,    83.33,     6.25,    93.75,  457
2021-2022,124,Roanoke City ,150,Woodrow Wilson Middle,Science,Y,EOC,SOL,               1,              24,               7,              25,              32,     3.13,    75.00,    21.88,    78.13,  429
2021-2022,80,Roanoke County ,470,Cave Spring High,English:Reading,N,EOC,SOL,              86,             123,               8,             209,             217,    39.63,    56.68,     3.69,    96.31,  485
2021-2022,80,Roanoke County ,470,Cave Spring High,English:Reading,Y,EOC,SOL,               3,              20,               5,              23,              28,    10.71,    71.43,    17.86,    82.14,  448
2021-2022,80,Roanoke County ,470,Cave Spring High,History and Social Science,N,EOC,SOL,              49,             147,              20,             196,             216,    22.69,    68.06,     9.26,    90.74,  461
2021-2022,80,Roanoke County ,470,Cave Spring High,History and Social Science,Y,EOC,SOL,               5,              43,              19,              48,              67,     7.46,    64.18,    28.36,    71.64,  424
2021-2022,80,Roanoke County ,470,Cave Spring High,Mathematics,N,EOC,SOL,              37,             168,               6,             205,             211,    17.54,    79.62,     2.84,    97.16,  467
2021-2022,80,Roanoke County ,470,Cave Spring High,Mathematics,Y,EOC,SOL,               7,              53,               7,              60,              67,    10.45,    79.10,    10.45,    89.55,  458
2021-2022,80,Roanoke County ,470,Cave Spring High,Science,N,EOC,SOL,              79,             282,              47,             361,             408,    19.36,    69.12,    11.52,    88.48,  456
2021-2022,80,Roanoke County ,470,Cave Spring High,Science,Y,EOC,SOL,              11,              69,              23,              80,             103,    10.68,    66.99,    22.33,    77.67,  431
2021-2022,80,Roanoke County ,620,Cave Spring Middle,Mathematics,N,EOC,SOL,              84,              69,               1,             153,             154,    54.55,    44.81,      .65,    99.35,  505
2021-2022,80,Roanoke County ,620,Cave Spring Middle,Mathematics,Y,EOC,SOL,               8,              10,               0,              18,              18,    44.44,    55.56,      .00,100.00,  505
2021-2022,80,Roanoke County ,620,Cave Spring Middle,Science,N,EOC,SOL,<,<,<,<,<,<,<,<50,>50,
2021-2022,80,Roanoke County ,610,Glenvar High,English:Reading,N,EOC,SOL,              55,              71,               3,             126,             129,    42.64,    55.04,     2.33,    97.67,  485
2021-2022,80,Roanoke County ,610,Glenvar High,English:Reading,Y,EOC,SOL,              11,              25,               7,              36,              43,    25.58,    58.14,    16.28,    83.72,  454
2021-2022,80,Roanoke County ,610,Glenvar High,History and Social Science,N,EOC,SOL,              13,              75,              18,              88,             106,    12.26,    70.75,    16.98,    83.02,  430
2021-2022,80,Roanoke County ,610,Glenvar High,History and Social Science,Y,EOC,SOL,               4,              37,              18,              41,              59,     6.78,    62.71,    30.51,    69.49,  418
2021-2022,80,Roanoke County ,610,Glenvar High,Mathematics,N,EOC,SOL,               9,              94,               7,             103,             110,     8.18,    85.45,     6.36,    93.64,  444
2021-2022,80,Roanoke County ,610,Glenvar High,Mathematics,Y,EOC,SOL,               2,              47,               3,              49,              52,     3.85,    90.38,     5.77,    94.23,  445
2021-2022,80,Roanoke County ,610,Glenvar High,Science,N,EOC,SOL,              35,             152,              21,             187,             208,    16.83,    73.08,    10.10,    89.90,  455
2021-2022,80,Roanoke County ,610,Glenvar High,Science,Y,EOC,SOL,               8,              57,              23,              65,              88,     9.09,    64.77,    26.14,    73.86,  422
2021-2022,80,Roanoke County ,751,Glenvar Middle,History and Social Science,N,EOC,SOL,<,<,<,<,<,<,<,>50,<50,
2021-2022,80,Roanoke County ,751,Glenvar Middle,Mathematics,N,EOC,SOL,              44,              38,               0,              82,              82,    53.66,    46.34,      .00,100.00,  506
2021-2022,80,Roanoke County ,751,Glenvar Middle,Mathematics,Y,EOC,SOL,               3,               7,               0,              10,              10,    30.00,    70.00,      .00,100.00,  492
2021-2022,80,Roanoke County ,751,Glenvar Middle,Science,N,EOC,SOL,<,<,<,<,<,<,<,<50,>50,
2021-2022,80,Roanoke County ,754,Hidden Valley High,English:Reading,N,EOC,SOL,              63,              90,               4,             153,             157,    40.13,    57.32,     2.55,    97.45,  482
2021-2022,80,Roanoke County ,754,Hidden Valley High,English:Reading,Y,EOC,SOL,               6,              26,               4,              32,              36,    16.67,    72.22,    11.11,    88.89,  457
2021-2022,80,Roanoke County ,754,Hidden Valley High,History and Social Science,N,EOC,SOL,              25,             125,              23,             150,             173,    14.45,    72.25,    13.29,    86.71,  446
