School Year,Division Number,Division Name,School Number,School Name,Subject,Gender,Test Level,Test Source,Pass Advanced Count,Pass Proficient Count,Fail Count,Pass Count,Total Count,Pass Advanced Rate,Pass Proficient Rate,Fail Rate,Pass Rate,Average SOL Scaled Score
2021-2022,93,Warren County ,250,Skyline High,Science,M,EOC,SOL,               7,              72,              44,              79,             123,     5.69,    58.54,    35.77,    64.23,  407
2021-2022,93,Warren County ,260,Skyline Middle,History and Social Science,M,EOC,SOL,<,<,<,<,<,<,<,>50,<50,
2021-2022,93,Warren County ,260,Skyline Middle,Mathematics,F,EOC,SOL,               4,              15,               0,              19,              19,    21.05,    78.95,      .00,100.00,  479
2021-2022,93,Warren County ,260,Skyline Middle,Mathematics,M,EOC,SOL,               3,              16,               0,              19,              19,    15.79,    84.21,      .00,100.00,  469
2021-2022,93,Warren County ,230,Warren County High,English:Reading,F,EOC,SOL,              21,              54,              21,              75,              96,    21.88,    56.25,    21.88,    78.13,  451
2021-2022,93,Warren County ,230,Warren County High,English:Reading,M,EOC,SOL,              17,              83,              22,             100,             122,    13.93,    68.03,    18.03,    81.97,  441
2021-2022,93,Warren County ,230,Warren County High,English:Writing,F,EOC,SOL,<,<,<,<,<,<,<,>50,<50,
2021-2022,93,Warren County ,230,Warren County High,English:Writing,M,EOC,SOL,<,<,<,<,<,<,<,<50,>50,  414
2021-2022,93,Warren County ,230,Warren County High,History and Social Science,F,EOC,SOL,              10,              60,              44,              70,             114,     8.77,    52.63,    38.60,    61.40,  413
2021-2022,93,Warren County ,230,Warren County High,History and Social Science,M,EOC,SOL,              16,              81,              52,              97,             149,    10.74,    54.36,    34.90,    65.10,  416
2021-2022,93,Warren County ,230,Warren County High,Mathematics,F,EOC,SOL,               6,              82,              10,              88,              98,     6.12,    83.67,    10.20,    89.80,  430
2021-2022,93,Warren County ,230,Warren County High,Mathematics,M,EOC,SOL,               7,             108,              10,             115,             125,     5.60,    86.40,     8.00,    92.00,  439
2021-2022,93,Warren County ,230,Warren County High,Science,F,EOC,SOL,               6,              71,              33,              77,             110,     5.45,    64.55,    30.00,    70.00,  414
2021-2022,93,Warren County ,230,Warren County High,Science,M,EOC,SOL,               8,              77,              48,              85,             133,     6.02,    57.89,    36.09,    63.91,  414
2021-2022,93,Warren County ,280,Warren County Middle,Mathematics,F,EOC,SOL,              10,               6,               0,              16,              16,    62.50,    37.50,      .00,100.00,  516
2021-2022,93,Warren County ,280,Warren County Middle,Mathematics,M,EOC,SOL,<,<,<,<,<,<,<,<50,>50,
2021-2022,94,Washington County ,1030,Abingdon High,English:Reading,F,EOC,SOL,              39,              60,              15,              99,             114,    34.21,    52.63,    13.16,    86.84,  467
2021-2022,94,Washington County ,1030,Abingdon High,English:Reading,M,EOC,SOL,              31,              56,               8,              87,              95,    32.63,    58.95,     8.42,    91.58,  461
2021-2022,94,Washington County ,1030,Abingdon High,History and Social Science,F,EOC,SOL,               1,              10,              22,              11,              33,     3.03,    30.30,    66.67,    33.33,  382
2021-2022,94,Washington County ,1030,Abingdon High,History and Social Science,M,EOC,SOL,               0,              13,              11,              13,              24,      .00,    54.17,    45.83,    54.17,  398
2021-2022,94,Washington County ,1030,Abingdon High,Mathematics,F,EOC,SOL,               3,             121,               9,             124,             133,     2.26,    90.98,     6.77,    93.23,  440
2021-2022,94,Washington County ,1030,Abingdon High,Mathematics,M,EOC,SOL,               5,              95,               9,             100,             109,     4.59,    87.16,     8.26,    91.74,  439
2021-2022,94,Washington County ,1030,Abingdon High,Science,F,EOC,SOL,               8,              73,              25,              81,             106,     7.55,    68.87,    23.58,    76.42,  429
2021-2022,94,Washington County ,1030,Abingdon High,Science,M,EOC,SOL,              13,              65,              23,              78,             101,    12.87,    64.36,    22.77,    77.23,  434
2021-2022,94,Washington County ,40,Damascus Middle,History and Social Science,F,EOC,SOL,               2,              20,               5,              22,              27,     7.41,    74.07,    18.52,    81.48,  435
2021-2022,94,Washington County ,40,Damascus Middle,History and Social Science,M,EOC,SOL,               3,              18,               5,              21,              26,    11.54,    69.23,    19.23,    80.77,  433
2021-2022,94,Washington County ,40,Damascus Middle,Mathematics,F,EOC,SOL,<,<,<,<,<,<,<,<50,>50,  452
2021-2022,94,Washington County ,40,Damascus Middle,Mathematics,M,EOC,SOL,<,<,<,<,<,<,<,<50,>50,  447
2021-2022,94,Washington County ,1110,E.B. Stanley Middle,History and Social Science,F,EOC,SOL,               5,              72,              27,              77,             104,     4.81,    69.23,    25.96,    74.04,  427
2021-2022,94,Washington County ,1110,E.B. Stanley Middle,History and Social Science,M,EOC,SOL,              11,              66,              26,              77,             103,    10.68,    64.08,    25.24,    74.76,  436
2021-2022,94,Washington County ,1110,E.B. Stanley Middle,Mathematics,F,EOC,SOL,              16,              33,               0,              49,              49,    32.65,    67.35,      .00,100.00,  477
2021-2022,94,Washington County ,1110,E.B. Stanley Middle,Mathematics,M,EOC,SOL,              13,              43,               0,              56,              56,    23.21,    76.79,      .00,100.00,  475
2021-2022,94,Washington County ,1090,Glade Spring Middle,History and Social Science,F,EOC,SOL,               1,              33,               7,              34,              41,     2.44,    80.49,    17.07,    82.93,  423
2021-2022,94,Washington County ,1090,Glade Spring Middle,History and Social Science,M,EOC,SOL,               7,              28,              11,              35,              46,    15.22,    60.87,    23.91,    76.09,  426
2021-2022,94,Washington County ,1090,Glade Spring Middle,Mathematics,F,EOC,SOL,               8,              12,               0,              20,              20,    40.00,    60.00,      .00,100.00,  498
2021-2022,94,Washington County ,1090,Glade Spring Middle,Mathematics,M,EOC,SOL,               5,               8,               0,              13,              13,    38.46,    61.54,      .00,100.00,  498
2021-2022,94,Washington County ,1060,Holston High,English:Reading,F,EOC,SOL,               8,              21,               0,              29,              29,    27.59,    72.41,      .00,100.00,  476
2021-2022,94,Washington County ,1060,Holston High,English:Reading,M,EOC,SOL,               8,              23,               3,              31,              34,    23.53,    67.65,     8.82,    91.18,  444
2021-2022,94,Washington County ,1060,Holston High,History and Social Science,F,EOC,SOL,<,<,<,<,<,<,<,<50,>50,  457
2021-2022,94,Washington County ,1060,Holston High,History and Social Science,M,EOC,SOL,<,<,<,<,<,<,<,<50,>50,
2021-2022,94,Washington County ,1060,Holston High,Mathematics,F,EOC,SOL,               4,              32,               1,              36,              37,    10.81,    86.49,     2.70,    97.30,  454
2021-2022,94,Washington County ,1060,Holston High,Mathematics,M,EOC,SOL,               4,              44,               2,              48,              50,     8.00,    88.00,     4.00,    96.00,  439
2021-2022,94,Washington County ,1060,Holston High,Science,F,EOC,SOL,               5,              24,               5,              29,              34,    14.71,    70.59,    14.71,    85.29,  443
2021-2022,94,Washington County ,1060,Holston High,Science,M,EOC,SOL,               0,              16,               9,              16,              25,      .00,    64.00,    36.00,    64.00,  413
2021-2022,94,Washington County ,1040,John S. Battle High,English:Reading,F,EOC,SOL,              25,              62,               6,              87,              93,    26.88,    66.67,     6.45,    93.55,  468
2021-2022,94,Washington County ,1040,John S. Battle High,English:Reading,M,EOC,SOL,              16,              56,               6,              72,              78,    20.51,    71.79,     7.69,    92.31,  459
2021-2022,94,Washington County ,1040,John S. Battle High,History and Social Science,F,EOC,SOL,               0,               7,               4,               7,              11,      .00,    63.64,    36.36,    63.64,  408
2021-2022,94,Washington County ,1040,John S. Battle High,History and Social Science,M,EOC,SOL,<,<,<,<,<,<,<,>50,<50,  387
